Hour_End,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
"2004/01/01 01:00:00,003","7225,08774207762","877,786281184398","1044,8914865057905","745,7896516968968","7124,208773071153","1660,4511571728358","3639,115900381064","654,6100789102326","22971,941070999983"
"2004/01/01 01:59:59,997","6994,247187499372","850,745764602597","1032,0405666889064","721,3443595863706","6854,58150449504","1603,5204395011815","3495,158057658868","639,8791369676612","22191,517017000006"
"2004/01/01 03:00:00","6717,415521921771","831,6332209213215","1021,0984793490212","699,7048261350379","6639,484786614012","1527,9859612323867","3322,6978298585514","623,416883967886","21383,43750999999"
"2004/01/01 04:00:00,003","6554,269144432537","823,5559800547192","1015,411169368884","691,838525166939","6492,39202420224","1473,8923221047803","3201,7168424582433","613,4883442116529","20866,564351999998"
"2004/01/01 04:59:59,997","6511,185045080779","823,3791504964465","1009,7420718637368","686,7640637211417","6452,26217311686","1462,759032091359","3163,737776668426","613,323294961242","20723,152607999997"
"2004/01/01 06:00:00","6503,6772747262485","835,1157099497939","1015,1007961754362","697,2007285948879","6623,729135123937","1470,9334913886378","3214,383974528601","627,611287512467","20987,752398000004"
"2004/01/01 07:00:00,003","6536,272228014321","857,0149550041853","1030,9213487534107","718,0849830490376","6867,307302440506","1492,33595569931","3286,231798820621","650,450538218597","21438,619109999985"
"2004/01/01 07:59:59,997","6464,546021081045","870,70080269161","1060,7335831390617","742,647753090465","7086,830658432423","1470,7851612345996","3296,7916616490625","676,6451616817345","21669,680803"
"2004/01/01 09:00:00","6623,019380210207","895,4177209497459","1051,956749681225","758,0408632183535","7310,132914958771","1479,9352004119348","3393,138646928204","684,2303036415585","22195,87178"
"2004/01/01 10:00:00,003","7016,63734623252","941,0394415329279","1061,1600222160628","797,5240071449663","7761,632622988675","1585,802900495359","3639,0749149335593","713,1813404559176","23516,052595999998"
"2004/01/01 10:59:59,997","7414,618413197114","985,2897302446253","1072,0023672234763","836,1396605401375","8180,003997189515","1733,3508964785988","3929,111310649212","735,8909984773101","24886,407373999984"
"2004/01/01 12:00:00","7624,02412612915","1000,9929189496881","1071,9674244589805","848,9235706526263","8366,41176254456","1858,3009272217437","4054,9864928451975","741,1539104694388","25566,761133271375"
"2004/01/01 13:00:00,003","7737,314457904352","990,8249177690184","1061,093929798919","845,334918162495","8359,391072372558","1942,384926601268","4098,611804437431","738,8985426841475","25773,854569730192"
"2004/01/01 13:59:59,997","7760,528324015607","989,4482656693928","1037,387076912934","832,4038910561229","8253,403148808924","1993,980878343594","4094,8488873529222","719,8974334510287","25681,897905610524"
"2004/01/01 15:00:00","7758,394974818219","971,4408513273487","1020,6712898587018","816,7145840845595","8121,185416696694","2016,6312319516048","4042,673318333872","705,4954333074689","25453,20710037846"
"2004/01/01 16:00:00,003","7756,9862615710945","941,1829138355838","1003,6716834883972","801,5169830769365","7978,4787296913855","2026,5467285203647","4014,447369186128","695,9505682971019","25218,781237666997"
"2004/01/01 16:59:59,997","7806,836384096112","945,007123298684","1005,3604199178272","805,1990524062544","8017,441860014331","2039,2408687169088","4023,759984036413","694,3199204491784","25337,16561293571"
"2004/01/01 18:00:00","8167,014273158563","1021,3867601909712","1036,0616139369904","857,0359297414739","8560,208106667682","2114,363951415338","4240,145942798703","725,570938844657","26721,78751675438"
"2004/01/01 19:00:00,003","8480,998253274087","1088,5484522187137","1084,7453368110703","904,8201822101039","9034,318850789248","2228,7169125000946","4635,697517873602","776,4604313028879","28234,305936979803"
"2004/01/01 19:59:59,997","8386,993219284132","1082,8273369611861","1081,6912069213647","898,4368237412223","8973,49822663765","2189,468748367235","4593,894737183727","775,2977172136342","27982,108016310154"
