Hour_End,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
"2010/01/01 01:00:00,003","7775,456846126776","1238,1798612962848","1237,649967292808","877,6724037422687","12405,849409065084","2467,581038635928","5031,931981359184","1059,7429274816668","32094,064435000008"
"2010/01/01 01:59:59,997","7704,815982012165","1236,050963511981","1248,907364106817","883,6217237020032","12485,81485847656","2436,0253691015646","5111,468919643424","1064,6173654454549","32171,32254599996"
"2010/01/01 03:00:00","7650,57572430816","1244,073139740918","1251,207484716704","881,1553273722619","12559,461122612049","2414,440222421836","5168,887616759286","1071,9518250687852","32241,752463000008"
"2010/01/01 04:00:00,003","7666,708316605315","1253,2111096971037","1260,4190018870763","894,3301000069757","12671,847950112282","2383,9485643613543","5241,889123756855","1086,8390605730376","32459,193227"
"2010/01/01 04:59:59,997","7744,960868904726","1284,0552570146483","1264,6535159735704","906,3252830702728","12912,26730256006","2498,1794059371205","5401,453950210593","1111,8554633290341","33123,75104700003"
"2010/01/01 06:00:00","7980,653429131347","1336,8686379989183","1281,0214179521056","939,1052297503016","13361,296645269336","2596,9992474016726","5659,760289084158","1159,248615412203","34314,95351200004"
"2010/01/01 07:00:00,003","8197,65692119332","1370,0126937496111","1270,4256885955065","955,8944772013217","13867,88830296361","2751,482409656454","5884,505891432125","1200,7303642080603","35498,59674900001"
"2010/01/01 07:59:59,997","8323,466716986912","1415,7999753727704","1276,8270404679383","966,4591723285048","13994,131245122868","2801,34791494906","6015,863984655618","1234,2496231163022","36028,14567299997"
"2010/01/01 09:00:00","8445,652540457128","1458,01758134841","1297,154530518036","989,5734258302223","13788,59447827707","2863,83756606827","6005,388308827979","1244,4484616728857","36092,66689300001"
"2010/01/01 10:00:00,003","8682,288354098215","1425,9064677397705","1279,253330335836","975,5339769611624","13269,097457124515","3030,7572688866135","5900,383607237852","1201,953769616041","35765,174232000005"
"2010/01/01 10:59:59,997","8783,462969336175","1373,444779491402","1257,0689417655424","922,0548320962288","12705,18926210242","2982,009799955058","5740,5849967559","1144,4484664972797","34908,264048000005"
"2010/01/01 12:00:00","8810,251799883874","1272,1337829367737","1223,780889976554","877,8712386374981","12050,691084958456","2785,5384664665344","5493,298706749479","1069,3353503908338","33582,90132"
"2010/01/01 13:00:00,003","8651,043662176973","1197,724283505871","1195,7578153513161","832,080232052951","11305,77173918915","2645,4078416175366","5216,4248631441615","994,4782919620375","32038,68872899999"
"2010/01/01 13:59:59,997","8449,118384778762","1134,720882492736","1153,9504158970644","788,7267083237059","10656,4483965092","2451,2623725721282","4934,872557502157","933,8428039242483","30502,94252200001"
"2010/01/01 15:00:00","8222,029419699888","1096,300382949865","1128,3478607608222","755,006585941708","10017,322000902672","2345,685774645738","4724,72047884822","901,3642342510784","29190,776737999993"
"2010/01/01 16:00:00,003","8055,582780203","1051,4465997574964","1096,644632335393","722,4463889594781","9649,674146453273","2294,75556881167","4603,299066118285","882,8271853613925","28356,676367999997"
"2010/01/01 16:59:59,997","8155,9320780773105","1073,0444986185478","1090,4565699878465","713,4884591673849","9575,134188670063","2322,851527225781","4621,481929752844","869,3761595002387","28421,765411000004"
"2010/01/01 18:00:00","8620,029504133337","1178,5830235582555","1113,398179236861","783,5255631948413","10532,768792658951","2439,1034278875254","4976,597374658124","921,728691672095","30565,734556999992"
"2010/01/01 19:00:00,003","9136,176022254782","1291,5877249024172","1184,454198422921","858,6976052917555","11897,820040119064","2789,716476355972","5658,793303357128","1031,682417295979","33848,92778800001"
"2010/01/01 19:59:59,997","9258,35352866864","1321,430297296252","1226,322140163154","872,0233943706438","12132,5206939571","2934,3807321949002","5850,908945637102","1070,0884987121894","34666,028230999975"
"2010/01/01 21:00:00","9204,682507313562","1369,502619836128","1242,4232241808947","899,6779952806147","12328,84754006996","3048,722855381872","5973,341075657788","1079,6934622791855","35146,89128000001"
"2010/01/01 22:00:00,003","9050,98243223076","1404,1100571920508","1266,1543504784422","900,7557873766742","12398,302089926248","3088,4806094862615","6007,317402616561","1101,8093946930273","35217,912124000024"
"2010/01/01 22:59:59,997","8816,746380562327","1384,159705994122","1266,5901434125","873,9421426287037","12190,35760383025","3057,654851703108","5910,4635157276625","1106,8892011412845","34606,80354499996"
